"Mã TTHC","Tên TTHC","Mã cơ quan công bố","Cơ quan công bố","Lĩnh vực","Cấp thực hiện"
"2.000264","Thủ tục đăng ký người được bổ nhiệm, bầu cử, suy cử làm chức việc của tổ chức được cấp chứng nhận đăng ký hoạt động tôn giáo có địa bàn hoạt động ở một tỉnh","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"2.000267","Thủ tục thông báo danh mục hoạt động tôn giáo đối với tổ chức có địa bàn hoạt động tôn giáo ở nhiều xã thuộc một huyện","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Huyện"
"2.000269","Thủ tục đăng ký người được bổ nhiệm, bầu cử, suy cử làm chức việc đối với các trường hợp quy định tại khoản 2 Điều 34 của Luật tín ngưỡng, tôn giáo","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"2.000272","Cấp giấy phép kinh doanh đồng thời với giấy phép lập cơ sở bán lẻ được quy định tại Điều 20 Nghị định số 09/2018/NĐ-CP","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000279","Cấp lại Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán CNG","000.00.00.G02","Bộ Công thương","Kinh doanh khí","Cấp Tỉnh"
"2.000282","Tiếp nhận đối tượng cần bảo vệ khẩn cấp vào cơ sở trợ giúp xã hội cấp tỉnh, cấp huyện","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000282","Tiếp nhận đối tượng cần bảo vệ khẩn cấp vào cơ sở trợ giúp xã hội cấp tỉnh, cấp huyện","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Tỉnh"
"2.000286","Tiếp nhận đối tượng bảo trợ xã hội có hoàn cảnh đặc biệt khó khăn vào cơ sở trợ giúp xã hội cấp tỉnh, cấp huyện","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Tỉnh"
"2.000286","Tiếp nhận đối tượng bảo trợ xã hội có hoàn cảnh đặc biệt khó khăn vào cơ sở trợ giúp xã hội cấp tỉnh, cấp huyện","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000287","Thủ tục tặng danh hiệu Tập thể lao động xuất sắc","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"2.000291","Đăng ký thành lập cơ sở trợ giúp xã hội ngoài công lập thuộc thẩm quyền giải quyết của Phòng Lao động - Thương binh và Xã hội","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000294","Cấp giấy phép hoạt động đối với cơ sở trợ giúp xã hội thuộc thẩm quyền của Phòng Lao động – Thương binh và Xã hội","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000298","Giải thể cơ sở trợ giúp xã hội ngoài công lập thuộc thẩm quyền thành lập của Phòng Lao động – Thương binh và Xã hội","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000309","Đăng ký hoạt động bán hàng đa cấp tại địa phương","000.00.00.G02","Bộ Công thương","Quản lý Cạnh tranh","Cấp Tỉnh"
"2.000314","Chấm dứt hoạt động của Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam thuộc thẩm quyền cấp của Cơ quan cấp Giấy phép","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000322","Điều chỉnh tăng diện tích cơ sở bán lẻ thứ nhất không nằm trong trung tâm thương mại","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000327","Gia hạn Giấy phép thành lập Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000330","Điều chỉnh Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000331","Cấp Giấy chứng nhận sản phẩm công nghiệp nông thôn tiêu biểu cấp tỉnh","000.00.00.G02","Bộ Công thương","Công nghiệp địa phương","Cấp Tỉnh"
"2.000334","Điều chỉnh tăng diện tích cơ sở bán lẻ thứ nhất trong trung tâm thương mại; tăng diện dích cơ sở bán lẻ ngoài cơ sở bán lẻ thứ nhất được lập trong trung tâm thương mại và không thuộc loại hình cửa hàng tiện lợi, siêu thị mini, đến mức dưới 500m2","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000339","Điều chỉnh tên, mã số doanh nghiệp, địa chỉ trụ sở chính, tên, địa chỉ của cơ sở bán lẻ, loại hình của cơ sở bán lẻ, điều chỉnh giảm diện tích của cơ sở bán lẻ trên Giấy phép lập cơ sở bán lẻ","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000340","Cấp lại Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000347","Điều chỉnh Giấy phép thành lập Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000348","Thủ tục đăng ký quyền sử dụng đất lần đầu","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000351","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện các dịch vụ khác quy định tại khoản d, đ, e, g, h, i Điều 5 Nghị định 09/2018/NĐ-CP","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000354","Cấp Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán CNG","000.00.00.G02","Bộ Công thương","Kinh doanh khí","Cấp Tỉnh"
"2.000356","Thủ tục tặng Giấy khen của Chủ tịch UBND cấp huyện về khen thưởng cho gia đình","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"2.000361","Cấp giấy phép lập cơ sở bán lẻ thứ nhất, cơ sở bán lẻ ngoài cơ sở bán lẻ thứ nhất thuộc trường hợp không phải thực hiện thủ tục kiểm tra nhu cầu kinh tế (ENT)","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000362","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền phân phối bán lẻ các hàng hóa là gạo; đường; vật phẩm ghi hình; sách, báo và tạp chí","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000364","Thủ tục tặng Giấy khen của Chủ tịch UBND cấp huyện về khen thưởng đối ngoại","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"2.000365","Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp giải quyết tranh chấp, khiếu nại, tố cáo về đất đai; xử lý nợ hợp đồng thế chấp, góp vốn; kê biên, đấu giá quyền sử dụng đất, tài sản gắn liền với đất để thi hành án; thỏa thuận hợp nhất hoặc phân chia quyền sử dụng đất, tài sản gắn liền với đất của hộ gia đình, của vợ và chồng, của nhóm người sử dụng đất; đăng ký biến động đối với trường hợp hộ gia đình, cá nhân đưa quyền sử dụng đất vào doanh nghiệp","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000368","Chấm dứt Cam kết thực hiện mục tiêu xã hội, môi trường","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động doanh nghiệp xã hội","Cấp Tỉnh"
"2.000370","Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền nhập khẩu, quyền phân phối bán buôn các hàng hóa là dầu, mỡ bôi trơn","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000371","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện trạm nạp LNG vào phương tiện vận tải","000.00.00.G02","Bộ Công thương","Kinh doanh khí","Cấp Tỉnh"
"2.000374","Thủ tục tặng Giấy khen của Chủ tịch UBND cấp huyện về thành tích thi đua theo đợt, chuyên đề","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"2.000375","Thông báo thay đổi nội dung Cam kết thực hiện mục tiêu xã hội, môi trường của doanh nghiệp xã hội","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động doanh nghiệp xã hội","Cấp Tỉnh"
"2.000376","Cấp lại Giấy chứng nhận đủ điều kiện trạm nạp LNG vào phương tiện vận tải","000.00.00.G02","Bộ Công thương","Kinh doanh khí","Cấp Tỉnh"
"2.000379","Bán hoặc góp vốn bằng tài sản gắn liền với đất thuê của Nhà nước theo hình thức thuê đất trả tiền hàng năm","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000381","Thủ tục giao đất, cho thuê đất cho hộ gia đình, cá nhân; giao đất cho cộng đồng dân cư đối với trường hợp giao đất, cho thuê đất không thông qua hình thức đấu giá quyền sử dụng đất","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000385","Thủ tục tặng danh hiệu Lao động tiên tiến","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"2.000387","Cấp Giấy chứng nhận đủ điều kiện trạm nạp LNG vào phương tiện vận tải","000.00.00.G02","Bộ Công thương","Kinh doanh khí","Cấp Tỉnh"
"2.000390","Cấp điều chỉnh Giấy chứng nhận đủ điều kiện thương nhân kinh doanh mua bán LNG","000.00.00.G02","Bộ Công thương","Kinh doanh khí","Cấp Tỉnh"
"2.000395","Thủ tục giải quyết tranh chấp đất đai thuộc thẩm quyền của Chủ tịch Ủy ban nhân cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000402","Thủ tục tặng danh hiệu Tập thể lao động tiên tiến","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"2.000407","Chuyển nhượng vốn đầu tư là giá trị quyền sử dụng đất","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000410","Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp chuyển nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho, góp vốn bằng quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; chuyển quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất của vợ hoặc chồng thành của chung vợ và chồng","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000414","Thủ tục tặng Giấy khen của Chủ tịch UBND cấp huyện huyện về thành tích thực hiện nhiệm vụ chính trị","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"2.000416","Chuyển đổi doanh nghiệp thành doanh nghiệp xã hội","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động doanh nghiệp xã hội","Cấp Tỉnh"
"2.000418","Thủ tục tặng thưởng Bằng khen cấp Bộ, ban, ngành, đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương cho gia đình","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"2.000422","Thủ tục tặng thưởng Bằng khen cấp Bộ, ban, ngành, đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương về thành tích đột xuất","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"2.000424","Thủ tục thực hiện hỗ trợ khi hòa giải viên gặp tai nạn hoặc rủi ro ảnh hưởng đến sức khỏe, tính mạng trong khi thực hiện hoạt động hòa giải","000.00.00.G15","Bộ Tư pháp","Phổ biến giáo dục pháp luật","Cấp Huyện"
"2.000427","Thẩm định, phê duyệt bổ sung, điều chỉnh quy hoạch đối với dự án đầu tư xây dựng công trình kho LNG có dung tích kho dưới 5.000m3","000.00.00.G02","Bộ Công thương","Dầu khí","Cấp Tỉnh"
"2.000433","Thẩm định, phê duyệt bổ sung, điều chỉnh quy hoạch đối với dự án đầu tư xây dựng công trình kho LPG có dung tích kho dưới 5.000m3","000.00.00.G02","Bộ Công thương","Dầu khí","Cấp Tỉnh"
"2.000437","Thủ tục tặng thưởng Bằng khen cấp Bộ, ban, ngành, đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương theo đợt hoặc chuyên đề","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"2.000440","Thủ tục xét tặng danh hiệu Khu dân cư văn hóa hàng năm","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Văn hóa","Cấp Huyện"
"2.000444","Cấp lại giấy phép nhận chìm ( cấp tỉnh)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Tỉnh"
"2.000446","Xét tặng danh hiệu Nghệ nhân Nhân dân, Nghệ nhân Ưu tú trong lĩnh vực nghề thủ công mỹ nghệ","000.00.00.G02","Bộ Công thương","Thi đua, khen thưởng","Cấp Tỉnh"
"2.000449","Thủ tục tặng thưởng Bằng khen cấp Bộ, ban, ngành, đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"2.000450","Cấp lại Giấy phép thành lập Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000453","Thẩm định, phê duyệt bổ sung, điều chỉnh quy hoạch đối với dự án đầu tư xây dựng công trình kho xăng dầu có dung tích kho từ trên 210m3 đến dưới 5.000m3","000.00.00.G02","Bộ Công thương","Dầu khí","Cấp Tỉnh"
"2.000456","Thủ tục đăng ký mở lớp bồi dưỡng về tôn giáo cho người chuyên hoạt động tôn giáo","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"2.000459","Tiếp nhận, rà soát Biểu mẫu kê khai giá thuộc thẩm quyền giải quyết của Sở Công Thương","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000461","Thủ tục xem xét kéo dài thời gian công tác khi đủ tuổi nghỉ hưu cho cá nhân giữ chức danh khoa học, chức danh công nghệ tại tổ chức khoa học và công nghệ công lập","000.00.00.G06","Bộ Khoa học và Công nghệ","Hoạt động khoa học và công nghệ","Cấp Tỉnh"
"2.000465","Thủ tục thẩm định thành lập thôn mới, thôn tổ dân phố","000.00.00.G09","Bộ Nội vụ","Chính quyền địa phương","Cấp Tỉnh"
"2.000472","Gia hạn Giấy phép nhận chìm ở biển (cấp tỉnh)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Tỉnh"
"2.000477","Dừng trợ giúp xã hội tại cơ sở trợ giúp xã hội cấp tỉnh, cấp huyện","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000477","Dừng trợ giúp xã hội tại cơ sở trợ giúp xã hội cấp tỉnh, cấp huyện","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Tỉnh"
"2.000488","Cấp Phiếu lý lịch tư pháp cho công dân Việt Nam, người nước ngoài đang cư trú tại Việt Nam","000.00.00.G15","Bộ Tư pháp","Lý lịch tư pháp","Cấp Tỉnh"
"2.000497","Thủ tục đăng ký lại khai tử có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000505","Cấp Phiếu lý lịch tư pháp cho cơ quan tiến hành tố tụng (đối tượng là công dân Việt Nam, người nước ngoài đang cư trú tại Việt Nam)","000.00.00.G15","Bộ Tư pháp","Lý lịch tư pháp","Cấp Tỉnh"
"2.000513","Thủ tục đăng ký lại kết hôn có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000518","Thủ tục cấp lại thẻ cộng tác viên trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000522","Thủ tục đăng ký lại khai sinh có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000526","Cấp thẻ Kiểm tra viên điện lực cho các đối tượng thuộc thẩm quyền cấp của Sở Công Thương trường hợp thẻ bị mất hoặc bị hỏng thẻ","000.00.00.G02","Bộ Công thương","Điện","Cấp Tỉnh"
"2.000528","Thủ tục đăng ký khai sinh có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000529","Thành lập công ty TNHH một thành viên do UBND cấp tỉnh quyết định thành lập","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động của doanh nghiệp","Cấp Tỉnh"
"2.000535","Cấp lại Giấy chứng nhận đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh thực phẩm do Sở Công Thương thực hiện","000.00.00.G02","Bộ Công thương","An toàn thực phẩm","Cấp Tỉnh"
"2.000543","Cấp thẻ Kiểm tra viên điện lực cho các đối tượng thuộc thẩm quyền cấp của Sở Công Thương","000.00.00.G02","Bộ Công thương","Điện","Cấp Tỉnh"
"2.000547","Thủ tục ghi vào Sổ hộ tịch việc hộ tịch khác của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài (khai sinh; giám hộ; nhận cha, mẹ, con; xác định cha, mẹ, con; nuôi con nuôi; khai tử; thay đổi hộ tịch)","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000552","Cấp lại Giấy phép hoạt động đối với trạm, điểm sơ cấp cứu chữ thập đỏ khi thay đổi địa điểm","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"2.000554","Thủ tục ghi vào Sổ hộ tịch việc ly hôn, hủy việc kết hôn của công dân Việt Nam đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000555","Cấp lại Giấy đăng ký hoạt động của Văn phòng giám định tư pháp trong trường hợp thay đổi tên gọi, địa chỉ trụ sở, người đại diện theo pháp luật, danh sách thành viên hợp danh của Văn phòng giám định tư pháp","000.00.00.G15","Bộ Tư pháp","Giám định tư pháp","Cấp Tỉnh"
"2.000559","Cấp Giấy phép hoạt động đối với điểm sơ cấp cứu chữ thập đỏ","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"2.000568","Thay đổi, bổ sung lĩnh vực giám định của Văn phòng giám định tư pháp","000.00.00.G15","Bộ Tư pháp","Giám định tư pháp","Cấp Tỉnh"
"2.000575","Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động doanh nghiệp (hộ kinh doanh)","Cấp Huyện"
"2.000587","Thủ tục cấp thẻ cộng tác viên trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000591","Cấp Giấy chứng nhận đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh thực phẩm do Sở Công Thương thực hiện","000.00.00.G02","Bộ Công thương","An toàn thực phẩm","Cấp Tỉnh"
"2.000592","Thủ tục giải quyết khiếu nại về trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000594","Xét tặng danh hiệu Nhà giáo Nhân dân","000.00.00.G03","Bộ Giáo dục và Đào tạo","Tiêu chuẩn nhà giáo, cán bộ quản lý giáo dục","Cấp Tỉnh"
"2.000594","Xét tặng danh hiệu Nhà giáo Nhân dân","000.00.00.G03","Bộ Giáo dục và Đào tạo","Tiêu chuẩn nhà giáo, cán bộ quản lý giáo dục","Cấp Huyện"
"2.000596","Thủ tục đăng ký tham gia trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000599","Thẩm định, phê duyệt phương án ứng phó thiên tai cho công trình vùng hạ du đập thủy điện thuộc thẩm quyền phê duyệt của Ủy ban nhân dân cấp huyện","000.00.00.G02","Bộ Công thương","An toàn đập, hồ chứa thuỷ điện","Cấp Huyện"
"2.000609","Thông báo tổ chức hội nghị, hội thảo, đào tạo về bán hàng đa cấp","000.00.00.G02","Bộ Công thương","Quản lý Cạnh tranh","Cấp Tỉnh"
"2.000615","Cấp sửa đổi, bổ sung Giấy phép bán lẻ rượu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Huyện"
"2.000619","Chấm dứt hoạt động bán hàng đa cấp tại địa phương","000.00.00.G02","Bộ Công thương","Quản lý Cạnh tranh","Cấp Tỉnh"
"2.000620","Cấp Giấy phép bán lẻ rượu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Huyện"
"2.000621","Huấn luyện và cấp mới thẻ an toàn điện","000.00.00.G02","Bộ Công thương","Điện","Cấp Tỉnh"
"2.000622","Cấp lại Giấy phép mua bán nguyên liệu thuốc lá","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000626","Cấp Giấy phép mua bán nguyên liệu thuốc lá","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000629","Cấp sửa đổi, bổ sung Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Huyện"
"2.000631","Thủ tục Đăng ký sửa đổi, bổ sung nội dung hoạt động bán hàng đa cấp tại địa phương","000.00.00.G02","Bộ Công thương","Quản lý Cạnh tranh","Cấp Tỉnh"
"2.000632","Công nhận giám đốc trung tâm giáo dục nghề nghiệp tư thục","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Giáo dục nghề nghiệp","Cấp Tỉnh"
"2.000633","Cấp Giấy phép sản xuất rượu thủ công nhằm mục đích kinh doanh","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Huyện"
"2.000635","Thủ tục cấp bản sao Trích lục hộ tịch","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000635","Thủ tục cấp bản sao Trích lục hộ tịch","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Tỉnh"
"2.000636","Cấp lại Giấy phép bán buôn rượu trên địa bàn tỉnh, thành phố trực thuộc trung ương","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000637","Cấp Giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000638","Huấn luyện và cấp sửa đổi, bổ sung thẻ an toàn điện","000.00.00.G02","Bộ Công thương","Điện","Cấp Tỉnh"
"2.000640","Cấp lại Giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000643","Cấp lại thẻ an toàn điện","000.00.00.G02","Bộ Công thương","Điện","Cấp Tỉnh"
"2.000645","Cấp sửa đổi, bổ sung Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000647","Cấp lại Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000648","Cấp Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000652","Cấp điều chỉnh giấy chứng nhận đủ điều kiện kinh doanh hóa chất sản xuất, kinh doanh có điều kiện trong lĩnh vực công nghiệp","000.00.00.G02","Bộ Công thương","Hóa chất","Cấp Tỉnh"
"2.000655","Công bố cơ sở đủ điều kiện tiêm chủng","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"2.000662","Cấp Giấy phép lập cơ sở bán lẻ cho phép cơ sở bán lẻ được tiếp tục hoạt động","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000664","Cấp lại Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000665","Cấp lại Giấy phép lập cơ sở bán lẻ","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"2.000666","Cấp sửa đổi, bổ sung Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000669","Cấp sửa đổi, bổ sung Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000672","Cấp lại Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000673","Cấp Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000674","Cấp Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương","000.00.00.G02","Bộ Công thương","Lưu thông hàng hóa trong nước","Cấp Tỉnh"
"2.000713","Thủ tục đề nghị tự giải thể tổ chức tôn giáo có địa bàn hoạt động ở một tỉnh theo quy định của hiến chương","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"2.000720","Đăng ký thay đổi nội dung đăng ký hộ kinh doanh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động doanh nghiệp (hộ kinh doanh)","Cấp Huyện"
"2.000743","Thay đổi nội dung đăng ký hoạt động của Văn phòng công chứng được chuyển nhượng","000.00.00.G15","Bộ Tư pháp","Công chứng","Cấp Tỉnh"
"2.000744","Trợ giúp xã hội khẩn cấp về hỗ trợ chi phí mai táng","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000746","Nghiệm thu hoàn thành các hạng mục đầu tư hoặc toàn bộ dự án được hỗ trợ đầu tư theo Nghị định số 57/2018/NĐ-CP ngày 17/4/2018 của Chính phủ (cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư vào nông nghiệp, nông thôn","Cấp Tỉnh"
"2.000748","Thủ tục thay đổi, cải chính, bổ sung hộ tịch, xác định lại dân tộc","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
